,clients,commits,deploy,drops,duration,finished,location,metric,pid,quorum,replica,runid,started,throughput,version
187,25,5025,virginia,0,612.241513ms,2018-08-28 20:15:12.062311+00:00,virginia,server,78,3,alia-virginia-78,361,2018-08-28 20:15:11.450070+00:00,8207.5453776033,0.4
188,14,5012,virginia,0,1.04725868s,2018-08-28 16:53:28.140300+00:00,virginia,server,78,5,alia-virginia-78,224,2018-08-28 16:53:27.093046+00:00,4785.828082131532,0.4
189,40,5040,virginia,0,764.827448ms,2018-08-28 21:16:14.057839+00:00,virginia,server,78,5,alia-virginia-78,418,2018-08-28 21:16:13.293012+00:00,6589.721659675582,0.4
190,42,5040,virginia,0,821.836929ms,2018-08-28 19:32:08.978598+00:00,virginia,server,78,5,alia-virginia-78,336,2018-08-28 19:32:08.156762+00:00,6132.603466885582,0.4
191,21,5019,virginia,0,709.959801ms,2018-08-28 18:24:42.948673+00:00,virginia,server,78,3,alia-virginia-78,273,2018-08-28 18:24:42.238714+00:00,7069.414342798826,0.4
192,7,3500,virginia,0,702.864862ms,2018-08-27 16:04:07.063618+00:00,virginia,server,78,3,alia-virginia-78,7,2018-08-27 16:04:06.360754+00:00,4979.62010796892,0.4
193,26,5018,virginia,0,1.140448951s,2018-08-28 19:15:03.715831+00:00,virginia,server,78,5,alia-virginia-78,320,2018-08-28 19:15:02.575382+00:00,4400.021584131388,0.4
194,13,5005,virginia,0,820.667074ms,2018-08-28 18:16:06.613401+00:00,virginia,server,78,3,alia-virginia-78,265,2018-08-28 18:16:05.792734+00:00,6098.697216649878,0.4
195,41,5002,virginia,0,572.178857ms,2018-08-28 20:32:22.778128+00:00,virginia,server,78,3,alia-virginia-78,377,2018-08-28 20:32:22.205949+00:00,8742.021727657091,0.4
196,40,5040,virginia,0,888.747448ms,2018-08-27 17:34:36.183209+00:00,virginia,server,78,5,alia-virginia-78,82,2018-08-27 17:34:35.294461+00:00,5670.90235965437,0.4
197,20,5020,virginia,0,809.002748ms,2018-08-28 20:54:50.547754+00:00,virginia,server,78,5,alia-virginia-78,398,2018-08-28 20:54:49.738751+00:00,6205.17051692388,0.4
198,22,5016,virginia,0,841.721396ms,2018-08-28 17:02:00.639135+00:00,virginia,server,78,5,alia-virginia-78,232,2018-08-28 17:01:59.797413+00:00,5959.216462640567,0.4
199,15,5010,virginia,0,601.86213ms,2018-08-27 16:13:44.763456+00:00,virginia,server,78,3,alia-virginia-78,15,2018-08-27 16:13:44.161594+00:00,8324.16553605059,0.4
200,37,5032,virginia,0,689.53784ms,2018-08-27 19:15:37.566002+00:00,virginia,server,78,5,alia-virginia-78,163,2018-08-27 19:15:36.876464+00:00,7297.641562354287,0.4
201,22,5016,virginia,0,650.378891ms,2018-08-28 20:12:00.056066+00:00,virginia,server,78,3,alia-virginia-78,358,2018-08-28 20:11:59.405687+00:00,7712.427431781453,0.4
202,42,5040,virginia,0,500.737038ms,2018-08-27 16:46:17.157162+00:00,virginia,server,78,3,alia-virginia-78,42,2018-08-27 16:46:16.656425+00:00,10065.163184513625,0.4
203,8,4000,virginia,0,808.955154ms,2018-08-27 18:40:31.718667+00:00,virginia,server,78,5,alia-virginia-78,134,2018-08-27 18:40:30.909712+00:00,4944.649873631932,0.4
204,12,5004,virginia,0,867.965724ms,2018-08-27 17:00:49.904823+00:00,virginia,server,78,5,alia-virginia-78,54,2018-08-27 17:00:49.036859+00:00,5765.204617688336,0.4
205,38,5016,virginia,0,498.468483ms,2018-08-27 18:25:58.005522+00:00,virginia,server,78,3,alia-virginia-78,122,2018-08-27 18:25:57.507054+00:00,10062.8227682752,0.4
206,25,5025,virginia,0,788.505317ms,2018-08-28 19:13:59.356828+00:00,virginia,server,78,5,alia-virginia-78,319,2018-08-28 19:13:58.568322+00:00,6372.816887422459,0.4
207,7,3500,virginia,0,812.362081ms,2018-08-28 16:01:07.910080+00:00,virginia,server,78,3,alia-virginia-78,175,2018-08-28 16:01:07.097700+00:00,4308.423647361256,0.4
208,36,5004,virginia,0,680.408654ms,2018-08-27 17:29:45.578854+00:00,virginia,server,78,5,alia-virginia-78,78,2018-08-27 17:29:44.898446+00:00,7354.403813917394,0.4
209,17,5015,virginia,0,874.464236ms,2018-08-28 16:56:40.678320+00:00,virginia,server,78,5,alia-virginia-78,227,2018-08-28 16:56:39.803856+00:00,5734.9400850739885,0.4
210,26,5018,virginia,0,830.984768ms,2018-08-28 20:16:18.526140+00:00,virginia,server,78,3,alia-virginia-78,362,2018-08-28 20:16:17.695156+00:00,6038.618508107239,0.4
211,13,5005,virginia,0,674.692956ms,2018-08-27 17:55:49.499797+00:00,virginia,server,78,3,alia-virginia-78,97,2018-08-27 17:55:48.825104+00:00,7418.189200718438,0.4
212,18,5004,virginia,0,734.351244ms,2018-08-28 18:21:29.066453+00:00,virginia,server,78,3,alia-virginia-78,270,2018-08-28 18:21:28.332102+00:00,6814.177875893951,0.4
213,41,5002,virginia,0,869.968233ms,2018-08-28 19:31:04.927940+00:00,virginia,server,78,5,alia-virginia-78,335,2018-08-28 19:31:04.057978+00:00,5749.63522834747,0.4
214,33,5016,virginia,0,686.715875ms,2018-08-27 19:10:58.681264+00:00,virginia,server,78,5,alia-virginia-78,159,2018-08-27 19:10:57.994548+00:00,7304.330921430934,0.4
215,4,2000,virginia,0,673.279162ms,2018-08-27 16:00:30.671304+00:00,virginia,server,78,3,alia-virginia-78,4,2018-08-27 16:00:29.998025+00:00,2970.536016678324,0.4
216,39,5031,virginia,0,499.172376ms,2018-08-27 16:42:38.888545+00:00,virginia,server,78,3,alia-virginia-78,39,2018-08-27 16:42:38.389370+00:00,10078.682719413944,0.4
217,14,5012,virginia,0,714.87815ms,2018-08-28 18:17:11.860381+00:00,virginia,server,78,3,alia-virginia-78,266,2018-08-28 18:17:11.145503+00:00,7010.985018915461,0.4
218,29,5017,virginia,0,762.877654ms,2018-08-28 19:18:15.460285+00:00,virginia,server,78,5,alia-virginia-78,323,2018-08-28 19:18:14.697407+00:00,6576.41493848239,0.4
219,37,5032,virginia,0,818.823571ms,2018-08-28 18:41:50.726578+00:00,virginia,server,78,3,alia-virginia-78,289,2018-08-28 18:41:49.907755+00:00,6145.401986724195,0.4
220,21,5019,virginia,0,898.818533ms,2018-08-28 17:00:56.802399+00:00,virginia,server,78,5,alia-virginia-78,231,2018-08-28 17:00:55.903580+00:00,5583.99700910484,0.4
221,39,5031,virginia,0,666.268108ms,2018-08-27 17:33:23.519546+00:00,virginia,server,78,5,alia-virginia-78,81,2018-08-27 17:33:22.853278+00:00,7551.014283277085,0.4
222,38,5016,virginia,0,599.739997ms,2018-08-28 20:29:10.366070+00:00,virginia,server,78,3,alia-virginia-78,374,2018-08-28 20:29:09.766333+00:00,8363.62427900569,0.4
223,34,5032,virginia,0,553.923682ms,2018-08-27 18:21:09.102929+00:00,virginia,server,78,3,alia-virginia-78,118,2018-08-27 18:21:08.549005+00:00,9084.283924874691,0.4
224,12,5004,virginia,0,776.952399ms,2018-08-28 16:06:29.012380+00:00,virginia,server,78,3,alia-virginia-78,180,2018-08-28 16:06:28.235427+00:00,6440.549004598672,0.4
225,9,4500,virginia,0,1.003840621s,2018-08-28 18:56:50.569270+00:00,virginia,server,78,5,alia-virginia-78,303,2018-08-28 18:56:49.565430+00:00,4482.783328211222,0.4
226,19,5016,virginia,0,576.009978ms,2018-08-27 16:18:34.256965+00:00,virginia,server,78,3,alia-virginia-78,19,2018-08-27 16:18:33.680955+00:00,8708.182482213877,0.4
227,36,5004,virginia,0,783.504538ms,2018-08-28 17:16:57.899548+00:00,virginia,server,78,5,alia-virginia-78,246,2018-08-28 17:16:57.116044+00:00,6386.689237018816,0.4
228,12,5004,virginia,0,911.10265ms,2018-08-27 18:45:22.297904+00:00,virginia,server,78,5,alia-virginia-78,138,2018-08-27 18:45:21.386801+00:00,5492.24612616372,0.4
229,18,5004,virginia,0,784.212118ms,2018-08-28 20:07:44.293139+00:00,virginia,server,78,3,alia-virginia-78,354,2018-08-28 20:07:43.508926+00:00,6380.926646175595,0.4
230,1,500,virginia,0,654.705673ms,2018-08-28 16:39:34.998285+00:00,virginia,server,78,5,alia-virginia-78,211,2018-08-28 16:39:34.343579+00:00,763.7019513041549,0.4
231,6,3000,virginia,0,664.800719ms,2018-08-28 19:54:52.959736+00:00,virginia,server,78,3,alia-virginia-78,342,2018-08-28 19:54:52.294935+00:00,4512.630498523874,0.4
232,16,5008,virginia,0,738.881645ms,2018-08-27 17:05:38.778693+00:00,virginia,server,78,5,alia-virginia-78,58,2018-08-27 17:05:38.039811+00:00,6777.810808928675,0.4
233,39,5031,virginia,0,683.257392ms,2018-08-28 16:35:16.244664+00:00,virginia,server,78,3,alia-virginia-78,207,2018-08-28 16:35:15.561407+00:00,7363.2573301160855,0.4
234,11,5005,virginia,0,847.211841ms,2018-08-28 16:05:23.392750+00:00,virginia,server,78,3,alia-virginia-78,179,2018-08-28 16:05:22.545545+00:00,5907.613371045884,0.4
235,28,5012,virginia,0,634.016714ms,2018-08-28 16:23:33.001418+00:00,virginia,server,78,3,alia-virginia-78,196,2018-08-28 16:23:32.367402+00:00,7905.154374211024,0.4
236,21,5019,virginia,0,821.945282ms,2018-08-28 19:09:42.878857+00:00,virginia,server,78,5,alia-virginia-78,315,2018-08-28 19:09:42.056910+00:00,6106.245889978842,0.4
237,40,5040,virginia,0,772.856457ms,2018-08-28 17:21:14.560607+00:00,virginia,server,78,5,alia-virginia-78,250,2018-08-28 17:21:13.787750+00:00,6521.2627187767675,0.4
238,39,5031,virginia,0,795.55996ms,2018-08-28 21:15:10.086844+00:00,virginia,server,78,5,alia-virginia-78,417,2018-08-28 21:15:09.291284+00:00,6323.847670765131,0.4
239,18,5004,virginia,0,743.290221ms,2018-08-27 18:01:49.816090+00:00,virginia,server,78,3,alia-virginia-78,102,2018-08-27 18:01:49.072800+00:00,6732.229025249076,0.4
240,3,1500,virginia,0,740.022396ms,2018-08-28 20:36:40.421253+00:00,virginia,server,78,5,alia-virginia-78,381,2018-08-28 20:36:39.681233+00:00,2026.9656811846003,0.4
241,32,5024,virginia,0,602.807964ms,2018-08-27 17:24:55.539413+00:00,virginia,server,78,5,alia-virginia-78,74,2018-08-27 17:24:54.936605+00:00,8334.32917286408,0.4
242,8,4000,virginia,0,726.691739ms,2018-08-27 16:05:19.169558+00:00,virginia,server,78,3,alia-virginia-78,8,2018-08-27 16:05:18.442867+00:00,5504.397236583971,0.4
243,29,5017,virginia,0,644.848236ms,2018-08-27 19:06:20.234455+00:00,virginia,server,78,5,alia-virginia-78,155,2018-08-27 19:06:19.589607+00:00,7780.125182818985,0.4
244,23,5014,virginia,0,680.219511ms,2018-08-27 16:23:23.118779+00:00,virginia,server,78,3,alia-virginia-78,23,2018-08-27 16:23:22.438559+00:00,7371.149928688241,0.4
245,3,1500,virginia,0,627.604505ms,2018-08-28 19:51:40.967261+00:00,virginia,server,78,3,alia-virginia-78,339,2018-08-28 19:51:40.339656+00:00,2390.040205336002,0.4
246,41,5002,virginia,0,576.266869ms,2018-08-28 18:46:06.820790+00:00,virginia,server,78,3,alia-virginia-78,293,2018-08-28 18:46:06.244528+00:00,8680.006207332388,0.4
247,17,5015,virginia,0,741.734375ms,2018-08-27 18:51:22.980227+00:00,virginia,server,78,5,alia-virginia-78,143,2018-08-27 18:51:22.238492+00:00,6761.180510206232,0.4
248,35,5005,virginia,0,492.542049ms,2018-08-27 16:37:49.841949+00:00,virginia,server,78,3,alia-virginia-78,35,2018-08-27 16:37:49.349407+00:00,10161.568966876166,0.4
249,33,5016,virginia,0,667.56543ms,2018-08-28 18:37:33.127909+00:00,virginia,server,78,3,alia-virginia-78,285,2018-08-28 18:37:32.460344+00:00,7513.8702134411005,0.4
250,23,5014,virginia,0,936.077359ms,2018-08-28 20:58:03.034767+00:00,virginia,server,78,5,alia-virginia-78,401,2018-08-28 20:58:02.098689+00:00,5356.394908810095,0.4
251,30,5010,virginia,0,1.458164244s,2018-08-27 18:16:20.740036+00:00,virginia,server,78,3,alia-virginia-78,114,2018-08-27 18:16:19.281872+00:00,3435.826945157215,0.4
252,20,5020,virginia,0,789.563722ms,2018-08-27 17:10:28.347393+00:00,virginia,server,78,5,alia-virginia-78,62,2018-08-27 17:10:27.557830+00:00,6357.9415569957,0.4
253,19,5016,virginia,0,870.861804ms,2018-08-28 20:53:46.308444+00:00,virginia,server,78,5,alia-virginia-78,397,2018-08-28 20:53:45.437583+00:00,5759.811691086637,0.4
254,42,5040,virginia,0,566.088842ms,2018-08-28 20:33:26.921240+00:00,virginia,server,78,3,alia-virginia-78,378,2018-08-28 20:33:26.355154+00:00,8903.196152380619,0.4
255,21,5019,virginia,0,691.296086ms,2018-08-27 17:11:40.165783+00:00,virginia,server,78,5,alia-virginia-78,63,2018-08-27 17:11:39.474487+00:00,7260.275447299437,0.4
256,18,5004,virginia,0,944.232881ms,2018-08-28 20:52:42.087758+00:00,virginia,server,78,5,alia-virginia-78,396,2018-08-28 20:52:41.143520+00:00,5299.5400824216795,0.4
257,1,500,virginia,0,605.995112ms,2018-08-28 20:34:32.032386+00:00,virginia,server,78,5,alia-virginia-78,379,2018-08-28 20:34:31.426391+00:00,825.0891634254634,0.4
258,22,5016,virginia,0,840.331036ms,2018-08-28 20:56:58.854626+00:00,virginia,server,78,5,alia-virginia-78,400,2018-08-28 20:56:58.014295+00:00,5969.07621534045,0.4
259,31,5022,virginia,0,510.467271ms,2018-08-27 18:17:32.112168+00:00,virginia,server,78,3,alia-virginia-78,115,2018-08-27 18:17:31.601692+00:00,9838.045033057566,0.4
260,34,5032,virginia,0,493.410356ms,2018-08-27 16:36:37.879664+00:00,virginia,server,78,3,alia-virginia-78,34,2018-08-27 16:36:37.386254+00:00,10198.407752917128,0.4
261,32,5024,virginia,0,1.615118085s,2018-08-28 18:36:29.300302+00:00,virginia,server,78,3,alia-virginia-78,284,2018-08-28 18:36:27.685184+00:00,3110.608472940231,0.4
262,16,5008,virginia,0,807.690463ms,2018-08-27 18:50:11.170493+00:00,virginia,server,78,5,alia-virginia-78,142,2018-08-27 18:50:10.362803+00:00,6200.3951134928775,0.4
263,22,5016,virginia,0,613.825507ms,2018-08-27 16:22:11.067815+00:00,virginia,server,78,3,alia-virginia-78,22,2018-08-27 16:22:10.453990+00:00,8171.703428414225,0.4
264,2,1000,virginia,0,627.973489ms,2018-08-28 19:50:36.796194+00:00,virginia,server,78,3,alia-virginia-78,338,2018-08-28 19:50:36.168220+00:00,1592.423912022821,0.4
265,40,5040,virginia,0,1.853863376s,2018-08-28 18:45:04.045029+00:00,virginia,server,78,3,alia-virginia-78,292,2018-08-28 18:45:02.191166+00:00,2718.6469430528305,0.4
266,28,5012,virginia,0,875.536843ms,2018-08-27 19:05:10.578740+00:00,virginia,server,78,5,alia-virginia-78,154,2018-08-27 19:05:09.703207+00:00,5724.487827178736,0.4
267,9,4500,virginia,0,707.875752ms,2018-08-27 16:06:31.562918+00:00,virginia,server,78,3,alia-virginia-78,9,2018-08-27 16:06:30.855040+00:00,6357.047811407446,0.4
268,2,1000,virginia,0,644.042351ms,2018-08-28 20:35:36.170494+00:00,virginia,server,78,5,alia-virginia-78,380,2018-08-28 20:35:35.526452+00:00,1552.6929222081546,0.4
269,33,5016,virginia,0,760.194977ms,2018-08-27 17:26:08.544450+00:00,virginia,server,78,5,alia-virginia-78,75,2018-08-27 17:26:07.784261+00:00,6598.307212966496,0.4
270,38,5016,virginia,0,820.698046ms,2018-08-28 21:14:05.878513+00:00,virginia,server,78,5,alia-virginia-78,416,2018-08-28 21:14:05.057815+00:00,6111.87028462841,0.4
271,19,5016,virginia,0,666.981373ms,2018-08-27 18:03:02.467780+00:00,virginia,server,78,3,alia-virginia-78,103,2018-08-27 18:03:01.800799+00:00,7520.449900180345,0.4
272,20,5020,virginia,0,837.353809ms,2018-08-28 19:08:38.677676+00:00,virginia,server,78,5,alia-virginia-78,314,2018-08-28 19:08:37.840322+00:00,5995.076329795497,0.4
273,41,5002,virginia,0,761.972171ms,2018-08-28 17:22:18.511379+00:00,virginia,server,78,5,alia-virginia-78,251,2018-08-28 17:22:17.749407+00:00,6564.5442056439615,0.4
274,10,5000,virginia,0,1.868684243s,2018-08-28 16:04:20.382222+00:00,virginia,server,78,3,alia-virginia-78,178,2018-08-28 16:04:18.513537+00:00,2675.6794352656184,0.4
275,29,5017,virginia,0,622.119579ms,2018-08-28 16:24:37.001617+00:00,virginia,server,78,3,alia-virginia-78,197,2018-08-28 16:24:36.379490+00:00,8064.366030827009,0.4
276,7,3500,virginia,0,759.826645ms,2018-08-28 19:55:56.928580+00:00,virginia,server,78,3,alia-virginia-78,343,2018-08-28 19:55:56.168750+00:00,4606.313852023444,0.4
277,17,5015,virginia,0,762.41428ms,2018-08-27 17:06:50.891437+00:00,virginia,server,78,5,alia-virginia-78,59,2018-08-27 17:06:50.129023+00:00,6577.788653171607,0.4
278,38,5016,virginia,0,669.774961ms,2018-08-28 16:34:12.096673+00:00,virginia,server,78,3,alia-virginia-78,206,2018-08-28 16:34:11.426898+00:00,7489.082590532971,0.4
279,19,5016,virginia,0,711.522401ms,2018-08-28 20:08:48.161535+00:00,virginia,server,78,3,alia-virginia-78,355,2018-08-28 20:08:47.450013+00:00,7049.672635675739,0.4
280,42,5040,virginia,0,622.789983ms,2018-08-28 16:38:30.049595+00:00,virginia,server,78,3,alia-virginia-78,210,2018-08-28 16:38:29.426805+00:00,8092.615709267116,0.4
281,13,5005,virginia,0,803.703502ms,2018-08-27 18:46:34.341776+00:00,virginia,server,78,5,alia-virginia-78,139,2018-08-27 18:46:33.538072+00:00,6227.420917720476,0.4
282,8,4000,virginia,0,951.748192ms,2018-08-28 18:55:46.651227+00:00,virginia,server,78,5,alia-virginia-78,302,2018-08-28 18:55:45.699479+00:00,4202.792328498586,0.4
283,18,5004,virginia,0,722.19086ms,2018-08-27 16:17:22.403056+00:00,virginia,server,78,3,alia-virginia-78,18,2018-08-27 16:17:21.680860+00:00,6928.916270139448,0.4
284,37,5032,virginia,0,945.842258ms,2018-08-28 17:18:02.017931+00:00,virginia,server,78,5,alia-virginia-78,247,2018-08-28 17:18:01.072089+00:00,5320.126011963403,0.4
285,13,5005,virginia,0,769.085279ms,2018-08-28 16:07:32.835090+00:00,virginia,server,78,3,alia-virginia-78,181,2018-08-28 16:07:32.066004+00:00,6507.730854642974,0.4
286,35,5005,virginia,0,508.40141ms,2018-08-27 18:22:21.370083+00:00,virginia,server,78,3,alia-virginia-78,119,2018-08-27 18:22:20.861682+00:00,9844.583239845851,0.4
287,20,5020,virginia,0,1.036527344s,2018-08-28 16:59:52.697206+00:00,virginia,server,78,5,alia-virginia-78,230,2018-08-28 16:59:51.660679+00:00,4843.094616903806,0.4
288,38,5016,virginia,0,710.21367ms,2018-08-27 17:32:11.178562+00:00,virginia,server,78,5,alia-virginia-78,80,2018-08-27 17:32:10.468349+00:00,7062.663268647026,0.4
289,39,5031,virginia,0,604.199378ms,2018-08-28 20:30:14.454318+00:00,virginia,server,78,3,alia-virginia-78,375,2018-08-28 20:30:13.850119+00:00,8326.72158096793,0.4
290,38,5016,virginia,0,673.413306ms,2018-08-27 16:41:27.029255+00:00,virginia,server,78,3,alia-virginia-78,38,2018-08-27 16:41:26.355842+00:00,7448.620268278452,0.4
291,15,5010,virginia,0,805.924169ms,2018-08-28 18:18:16.110200+00:00,virginia,server,78,3,alia-virginia-78,267,2018-08-28 18:18:15.304282+00:00,6216.4657578348415,0.4
292,28,5012,virginia,0,768.651544ms,2018-08-28 19:17:11.332119+00:00,virginia,server,78,5,alia-virginia-78,322,2018-08-28 19:17:10.563467+00:00,6520.509897004773,0.4
293,36,5004,virginia,0,594.753533ms,2018-08-28 18:40:46.774491+00:00,virginia,server,78,3,alia-virginia-78,288,2018-08-28 18:40:46.179737+00:00,8413.569188499465,0.4
294,5,2500,virginia,0,831.967601ms,2018-08-27 16:01:42.851634+00:00,virginia,server,78,3,alia-virginia-78,5,2018-08-27 16:01:42.019666+00:00,3004.9247073985516,0.4
295,32,5024,virginia,0,658.257111ms,2018-08-27 19:09:49.028624+00:00,virginia,server,78,5,alia-virginia-78,158,2018-08-27 19:09:48.370367+00:00,7632.2760757840115,0.4
296,19,5016,virginia,0,685.411683ms,2018-08-28 18:22:34.693168+00:00,virginia,server,78,3,alia-virginia-78,271,2018-08-28 18:22:34.007756+00:00,7318.2295026622705,0.4
297,40,5040,virginia,0,1.151113693s,2018-08-28 19:30:01.120138+00:00,virginia,server,78,5,alia-virginia-78,334,2018-08-28 19:29:59.969024+00:00,4378.368557900561,0.4
298,37,5032,virginia,0,659.387687ms,2018-08-27 17:30:58.923091+00:00,virginia,server,78,5,alia-virginia-78,79,2018-08-27 17:30:58.263703+00:00,7631.322360437101,0.4
299,16,5008,virginia,0,874.353477ms,2018-08-28 16:55:36.319550+00:00,virginia,server,78,5,alia-virginia-78,226,2018-08-28 16:55:35.445190+00:00,5727.660644963616,0.4
300,27,5022,virginia,0,613.007664ms,2018-08-28 20:17:22.401710+00:00,virginia,server,78,3,alia-virginia-78,363,2018-08-28 20:17:21.788702+00:00,8192.393496731225,0.4
301,12,5004,virginia,0,684.435488ms,2018-08-27 17:54:37.247682+00:00,virginia,server,78,3,alia-virginia-78,96,2018-08-27 17:54:36.563246+00:00,7311.134632457866,0.4
302,6,3000,virginia,0,857.63659ms,2018-08-28 16:00:04.034905+00:00,virginia,server,78,3,alia-virginia-78,174,2018-08-28 16:00:03.177260+00:00,3497.9850848014776,0.4
303,24,5016,virginia,0,794.105013ms,2018-08-28 19:12:55.039371+00:00,virginia,server,78,5,alia-virginia-78,318,2018-08-28 19:12:54.245266+00:00,6316.544937867053,0.4
304,39,5031,virginia,0,526.273408ms,2018-08-27 18:27:10.108061+00:00,virginia,server,78,3,alia-virginia-78,123,2018-08-27 18:27:09.581787+00:00,9559.669790497946,0.4
305,13,5005,virginia,0,902.369863ms,2018-08-27 17:02:02.331150+00:00,virginia,server,78,5,alia-virginia-78,55,2018-08-27 17:02:01.428782+00:00,5546.506155868816,0.4
306,9,4500,virginia,0,866.928672ms,2018-08-27 18:41:44.444826+00:00,virginia,server,78,5,alia-virginia-78,135,2018-08-27 18:41:43.577800+00:00,5190.738460199411,0.4
307,42,5040,virginia,0,752.815795ms,2018-08-28 21:18:24.027122+00:00,virginia,server,78,5,alia-virginia-78,420,2018-08-28 21:18:23.274306+00:00,6694.864844061887,0.4
308,23,5014,virginia,0,639.125339ms,2018-08-28 20:13:04.133075+00:00,virginia,server,78,3,alia-virginia-78,359,2018-08-28 20:13:03.493950+00:00,7845.096562506967,0.4
309,1,500,virginia,0,643.388199ms,2018-08-27 16:47:35.681512+00:00,virginia,server,78,5,alia-virginia-78,43,2018-08-27 16:47:35.038120+00:00,777.1357957406366,0.4
310,36,5004,virginia,0,685.221874ms,2018-08-27 19:14:27.843840+00:00,virginia,server,78,5,alia-virginia-78,162,2018-08-27 19:14:27.158626+00:00,7302.744103583594,0.4
311,14,5012,virginia,0,662.792908ms,2018-08-27 16:12:32.903268+00:00,virginia,server,78,3,alia-virginia-78,14,2018-08-27 16:12:32.240476+00:00,7561.939694140481,0.4
312,1,500,virginia,0,546.763655ms,2018-08-28 15:54:44.346913+00:00,virginia,server,78,3,alia-virginia-78,169,2018-08-28 15:54:43.800150+00:00,914.4719028553571,0.4
313,18,5004,virginia,0,656.005593ms,2018-08-28 16:12:52.404682+00:00,virginia,server,78,3,alia-virginia-78,186,2018-08-28 16:12:51.748670+00:00,7627.983744949564,0.4
314,11,5005,virginia,0,961.199433ms,2018-08-28 18:58:59.189010+00:00,virginia,server,78,5,alia-virginia-78,305,2018-08-28 18:58:58.227819+00:00,5207.03594713835,0.4
315,30,5010,virginia,0,788.652602ms,2018-08-28 17:10:32.886630+00:00,virginia,server,78,5,alia-virginia-78,240,2018-08-28 17:10:32.097984+00:00,6352.606949238215,0.4
316,16,5008,virginia,0,702.549279ms,2018-08-28 20:05:36.053009+00:00,virginia,server,78,3,alia-virginia-78,352,2018-08-28 20:05:35.350460+00:00,7128.325584688274,0.4
317,6,3000,virginia,0,723.059179ms,2018-08-27 16:53:36.823818+00:00,virginia,server,78,5,alia-virginia-78,48,2018-08-27 16:53:36.100759+00:00,4149.037986280788,0.4
318,7,3500,virginia,0,875.490336ms,2018-08-28 16:45:59.598268+00:00,virginia,server,78,5,alia-virginia-78,217,2018-08-28 16:45:58.722778+00:00,3997.7597194173936,0.4
319,2,1000,virginia,0,636.91491ms,2018-08-27 18:33:17.382628+00:00,virginia,server,78,5,alia-virginia-78,128,2018-08-27 18:33:16.745710+00:00,1570.0684413244462,0.4
320,8,4000,virginia,0,851.544508ms,2018-08-28 19:57:01.103329+00:00,virginia,server,78,3,alia-virginia-78,344,2018-08-28 19:57:00.251785+00:00,4697.34695300272,0.4
321,33,5016,virginia,0,600.405623ms,2018-08-28 16:28:52.705076+00:00,virginia,server,78,3,alia-virginia-78,201,2018-08-28 16:28:52.104670+00:00,8354.352137704745,0.4
322,22,5016,virginia,0,881.906114ms,2018-08-28 16:17:08.449621+00:00,virginia,server,78,3,alia-virginia-78,190,2018-08-28 16:17:07.567715+00:00,5687.680264795171,0.4
323,19,5016,virginia,0,939.114835ms,2018-08-28 19:07:34.688929+00:00,virginia,server,78,5,alia-virginia-78,313,2018-08-28 19:07:33.749810+00:00,5341.199833138617,0.4
324,4,2000,virginia,0,679.942401ms,2018-08-28 18:06:26.920779+00:00,virginia,server,78,3,alia-virginia-78,256,2018-08-28 18:06:26.240837+00:00,2941.425622315323,0.4
325,33,5016,virginia,0,2.01192621s,2018-08-28 21:08:46.459034+00:00,virginia,server,78,5,alia-virginia-78,411,2018-08-28 21:08:44.447111+00:00,2493.1331850386305,0.4
326,20,5020,virginia,0,595.039625ms,2018-08-27 18:04:14.619340+00:00,virginia,server,78,3,alia-virginia-78,104,2018-08-27 18:04:14.024301+00:00,8436.412953170977,0.4
327,30,5010,virginia,0,696.358471ms,2018-08-27 17:22:31.071649+00:00,virginia,server,78,5,alia-virginia-78,72,2018-08-27 17:22:30.375290+00:00,7194.570337897131,0.4
328,9,4500,virginia,0,1.030976534s,2018-08-28 20:43:05.830644+00:00,virginia,server,78,5,alia-virginia-78,387,2018-08-28 20:43:04.799667+00:00,4364.793815957018,0.4
329,32,5024,virginia,0,566.901895ms,2018-08-28 20:22:43.754341+00:00,virginia,server,78,3,alia-virginia-78,368,2018-08-28 20:22:43.187439+00:00,8862.203574041678,0.4
330,27,5022,virginia,0,630.199373ms,2018-08-27 19:03:24.414588+00:00,virginia,server,78,5,alia-virginia-78,153,2018-08-27 19:03:23.784389+00:00,7968.906690740234,0.4
331,25,5025,virginia,0,638.241272ms,2018-08-27 16:25:47.447810+00:00,virginia,server,78,3,alia-virginia-78,25,2018-08-27 16:25:46.809576+00:00,7873.19814692272,0.4
332,1,500,virginia,0,617.82508ms,2018-08-28 18:48:16.508120+00:00,virginia,server,78,5,alia-virginia-78,295,2018-08-28 18:48:15.890295+00:00,809.2905519471627,0.4
333,19,5016,virginia,0,725.147801ms,2018-08-27 18:53:47.586100+00:00,virginia,server,78,5,alia-virginia-78,145,2018-08-27 18:53:46.860956+00:00,6917.210523265449,0.4
334,33,5016,virginia,0,509.391438ms,2018-08-27 16:35:25.913320+00:00,virginia,server,78,3,alia-virginia-78,33,2018-08-27 16:35:25.403930+00:00,9847.044190012475,0.4
335,31,5022,virginia,0,659.09433ms,2018-08-28 18:35:23.771702+00:00,virginia,server,78,3,alia-virginia-78,283,2018-08-28 18:35:23.112607+00:00,7619.546658821963,0.4
